BJD dmag e_dmag chk1 chk2 chk3
8101.051785115618 0.01679999999999815 0.0038202675880682027 0.3572999999999986 1.2316500000000001 1.4110499999999995
8101.052352251485 0.019633333333331393 0.0038202675880682027 0.3584000000000014 1.2384499999999985 1.4031499999999983
8101.052930957638 0.02373333333333072 0.00381051177665153 0.36739999999999995 1.2302000000000017 1.4023999999999983
8101.053509673569 0.015233333333332766 0.0038202675880682027 0.35885000000000034 1.2348499999999998 1.4062999999999999
8101.054076809436 0.01293333333333102 0.0038202675880682027 0.35749999999999815 1.2407000000000004 1.4018000000000015
8101.05467866594 0.020933333333333692 0.0038202675880682027 0.35660000000000025 1.2362000000000002 1.4071999999999996
8101.055245801806 0.02083333333333215 0.0038202675880682027 0.3544999999999998 1.2399499999999986 1.4055499999999999
8101.055824507959 0.020333333333331538 0.0038202675880682027 0.3561499999999995 1.2362000000000002 1.4076500000000003
8101.056403223891 0.017099999999999227 0.00381051177665153 0.3612000000000002 1.23855 1.4002499999999998
8101.056981930044 0.025466666666662974 0.0038202675880682027 0.3602500000000006 1.2303999999999995 1.4093499999999999
8101.05754906591 0.017499999999998295 0.0038202675880682027 0.3511500000000005 1.2393 1.4095499999999994
8101.058127772063 0.012600000000000833 0.0038202675880682027 0.3459000000000003 1.2367500000000007 1.417349999999999
8101.05870648846 0.02046666666666752 0.0038202675880682027 0.3589000000000002 1.2391000000000005 1.4019999999999992
8101.059285194147 0.0197666666666656 0.0038202675880682027 0.35994999999999955 1.2392499999999984 1.4008000000000003
8101.0598639003 0.02443333333333264 0.0038202675880682027 0.36650000000000027 1.2355999999999998 1.3979
8101.060431036167 0.022533333333333516 0.003830288645926193 0.3633500000000005 1.233649999999999 1.4030000000000005
8101.061009752564 0.022633333333331507 0.003830288645926193 0.357050000000001 1.2371000000000016 1.4058499999999992
8101.061600028537 0.020133333333332004 0.0038202675880682027 0.35914999999999964 1.2337999999999987 1.4070500000000017
8101.062167164404 0.021699999999999164 0.003830288645926193 0.35940000000000083 1.2391500000000004 1.4014499999999988
8101.062757450622 0.027966666666667805 0.0038202675880682027 0.35770000000000124 1.235949999999999 1.4063499999999998
8101.063324586488 0.024133333333331564 0.00381051177665153 0.3619999999999983 1.2375499999999988 1.400450000000001
8101.06390330242 0.02999999999999936 0.00381051177665153 0.3569999999999993 1.2418499999999995 1.4011500000000012
8101.064482008573 0.019366666666664756 0.0038202675880682027 0.35800000000000054 1.2410499999999995 1.40095
8101.06507229479 0.0240999999999989 0.0038202675880682027 0.3614999999999995 1.2417000000000016 1.396799999999999
8101.065639430657 0.021399999999998087 0.0038202675880682027 0.3597000000000019 1.2350999999999992 1.405199999999999
8101.06621813681 0.022299999999999542 0.0038202675880682027 0.35414999999999885 1.2433500000000013 1.4024999999999999
8101.066808422562 0.023299999999998988 0.003830288645926193 0.3603000000000005 1.2375000000000007 1.4022000000000006
8101.067375558894 0.027366666666663875 0.0038202675880682027 0.3597999999999981 1.2430000000000003 1.3971999999999998
8101.067965844646 0.01956666666666429 0.003830288645926193 0.35139999999999993 1.2508000000000017 1.3978000000000002
8101.068544550799 0.027566666666665185 0.0038202675880682027 0.3602500000000006 1.2376000000000005 1.402149999999999
8101.069123256952 0.023866666666664926 0.0038202675880682027 0.3623499999999993 1.2380499999999994 1.3996000000000013
8101.069701972883 0.025133333333332786 0.0038202675880682027 0.3561500000000013 1.2381499999999992 1.4057000000000013
8101.070280679036 0.030600000000001515 0.003830288645926193 0.3608999999999991 1.2378 1.4013000000000009
8101.070870964788 0.023666666666665392 0.003830288645926193 0.35559999999999903 1.2388000000000012 1.4055999999999997
8101.071449670941 0.024366666666665537 0.0038202675880682027 0.36519999999999975 1.2320499999999992 1.4027499999999993
8101.072028386872 0.037599999999997635 0.003830288645926193 0.3583499999999997 1.242750000000001 1.3988999999999994
8101.072607093025 0.023699999999999832 0.003830288645926193 0.3543000000000003 1.238249999999999 1.407449999999999
8101.073197378777 0.024933333333333252 0.003830288645926193 0.35930000000000106 1.239799999999999 1.4009
8101.07377608493 0.028866666666665708 0.0038202675880682027 0.35665000000000013 1.2421000000000006 1.4012499999999992
8101.074354791082 0.03183333333333138 0.0038202675880682027 0.35975 1.2391999999999985 1.4010499999999997
8101.074933507014 0.02756666666666696 0.0038202675880682027 0.36024999999999885 1.2391000000000005 1.4006500000000006
8101.075523793232 0.027166666666667894 0.0038202675880682027 0.3578499999999991 1.2356499999999997 1.4064999999999994
8101.076090929098 0.034366666666665324 0.0038202675880682027 0.3611500000000003 1.2383499999999987 1.4004999999999992
8101.0766696347855 0.02586666666666737 0.0038202675880682027 0.3559000000000001 1.2455499999999997 1.3985500000000002
8101.077259921003 0.02643333333333331 0.003830288645926193 0.35914999999999964 1.2438500000000001 1.3970000000000002
8101.07783862669 0.039766666666665174 0.0038202675880682027 0.3631000000000011 1.2378999999999998 1.3989999999999991
8101.078405762557 0.027866666666664486 0.0038202675880682027 0.35964999999999847 1.2373000000000012 1.4030500000000004
8101.078996048775 0.03136666666666699 0.0038202675880682027 0.3578500000000009 1.2387999999999995 1.4033499999999997
8101.079574754927 0.0305666666666653 0.0038202675880682027 0.3586000000000009 1.2348999999999997 1.4064999999999994
8101.080141890328 0.03196666666666559 0.0038202675880682027 0.3553000000000015 1.2341499999999979 1.4105500000000006
8101.080709026195 0.030700000000001282 0.0038202675880682027 0.35774999999999935 1.227599999999999 1.4146500000000017
8101.081287732348 0.035566666666664304 0.0038502525169713795 0.3602500000000006 1.2437499999999986 1.3960000000000008
8101.0818664482795 0.02273333333333305 0.0038502525169713795 0.3456499999999991 1.2345500000000005 1.4198000000000004
8101.082445153967 0.03916666666666657 0.003830288645926193 0.35665000000000013 1.2457000000000011 1.3976500000000005
8101.083023869898 0.033200000000000784 0.0038502525169713795 0.36074999999999946 1.2380999999999993 1.4011500000000012
8101.083602576051 0.03629999999999889 0.0038502525169713795 0.3592499999999994 1.2457499999999992 1.3949999999999996
8101.0841928622685 0.03493333333333126 0.0038502525169713795 0.3621500000000015 1.2342499999999994 1.403599999999999
8101.084771567956 0.031733333333331615 0.0038706875645319427 0.36155000000000115 1.239650000000001 1.3987999999999996
8101.085350273643 0.034699999999999065 0.0038706875645319427 0.3661499999999993 1.2340499999999999 1.3998000000000008
8101.08594055986 0.028366666666665097 0.003891586366052338 0.3569500000000012 1.23625 1.4068000000000005
8101.086519275792 0.03573333333333295 0.003891586366052338 0.3691999999999993 1.2266000000000012 1.4041999999999994
8101.087086411659 0.0354999999999972 0.003902563260217571 0.35774999999999935 1.2412500000000009 1.4009999999999998
8101.087665117346 0.0370333333333317 0.003891586366052338 0.36379999999999946 1.2339500000000019 1.4022500000000004
8101.0882438234985 0.03493333333333304 0.003912941490887784 0.36350000000000016 1.2380000000000013 1.3985000000000003
8101.08882253943 0.03326666666666611 0.003881437305374847 0.35965000000000025 1.2365500000000011 1.4038000000000004
8101.089401245117 0.03436666666666355 0.003830288645926193 0.36070000000000135 1.24465 1.3946499999999986
8101.08997995127 0.030133333333333567 0.0038502525169713795 0.3573500000000003 1.2366499999999991 1.4060000000000006
8101.090547086671 0.03599999999999959 0.003830288645926193 0.36045000000000016 1.239449999999998 1.4001000000000001
8101.091125802603 0.037499999999999645 0.003830288645926193 0.3582000000000001 1.2386999999999997 1.4031000000000002
8101.091727658641 0.03369999999999784 0.003830288645926193 0.35550000000000104 1.23705 1.407449999999999
8101.092294794507 0.040733333333331956 0.0038202675880682027 0.35914999999999964 1.2357499999999995 1.405100000000001
8101.09287350066 0.04070000000000107 0.0038202675880682027 0.359099999999998 1.2363 1.4046000000000003
8101.093463786412 0.037466666666665205 0.0038202675880682027 0.3597999999999999 1.2373000000000012 1.4029000000000007
8101.094030922279 0.04379999999999917 0.0038202675880682027 0.3582000000000001 1.2376499999999986 1.4041500000000013
8101.094621208031 0.05053333333333221 0.0038202675880682027 0.3600500000000011 1.2402499999999996 1.3996999999999993
8101.0951999141835 0.04746666666666499 0.0038202675880682027 0.358900000000002 1.2386499999999998 1.4024499999999982
8101.096079553012 0.05519999999999747 0.0038202675880682027 0.358649999999999 1.2401999999999997 1.4011499999999995
8101.096658268943 0.05903333333333194 0.00381051177665153 0.3592999999999993 1.2368000000000006 1.4039000000000001
8101.097225394566 0.06106666666666527 0.00381051177665153 0.35769999999999946 1.242849999999999 1.3994499999999999
8101.097804110497 0.06976666666666631 0.00381051177665153 0.3597999999999999 1.2396999999999991 1.400500000000001
8101.098382816184 0.07003333333333295 0.0038202675880682027 0.3562999999999992 1.2395000000000014 1.4042000000000012
8101.098961532116 0.07766666666666566 0.0038202675880682027 0.3567999999999998 1.243450000000001 1.3997499999999992
8101.099540237803 0.08236666666666714 0.0038202675880682027 0.3623499999999993 1.2368499999999987 1.400800000000002
8101.10011894349 0.08309999999999818 0.0038202675880682027 0.36239999999999917 1.2354000000000003 1.4022000000000006
8101.100697659422 0.0886666666666649 0.0038202675880682027 0.3547000000000011 1.2452499999999986 1.4000500000000002
8101.101264795288 0.09773333333333234 0.0038202675880682027 0.35599999999999987 1.2469999999999999 1.3970000000000002
8101.1018435009755 0.103766666666667 0.0038202675880682027 0.3600999999999992 1.2407499999999985 1.3991500000000006
8101.1024337867275 0.11040000000000205 0.0038202675880682027 0.35444999999999993 1.2383999999999986 1.4071500000000015
8101.10301249288 0.11720000000000041 0.0038202675880682027 0.3523499999999995 1.236600000000001 1.4110499999999995
8101.103591208346 0.12703333333332978 0.00381051177665153 0.35570000000000057 1.2403999999999993 1.4039000000000001
8101.104181484319 0.1355000000000004 0.0038202675880682027 0.3556499999999989 1.2445500000000003 1.3998000000000008
8101.104748620186 0.1377333333333315 0.0038202675880682027 0.35465000000000124 1.2396499999999993 1.4056999999999995
8101.105327336118 0.14656666666666496 0.0038202675880682027 0.3565000000000005 1.2385000000000002 1.4049999999999994
8101.105906041805 0.14716666666666534 0.0038202675880682027 0.3595000000000006 1.23325 1.4072499999999994
8101.106484747492 0.15336666666666687 0.0038202675880682027 0.36249999999999893 1.2402999999999995 1.3971999999999998
8101.107063463423 0.16740000000000066 0.0038202675880682027 0.3569999999999993 1.2452999999999985 1.3977000000000022
8101.107653749175 0.170399999999999 0.0038202675880682027 0.3672000000000004 1.2375000000000007 1.3952999999999989
8101.108220885042 0.1899999999999995 0.00381051177665153 0.35714999999999897 1.236600000000001 1.40625
8101.108811161015 0.19259999999999877 0.00381051177665153 0.36209999999999987 1.2325500000000016 1.4053500000000003
8101.109378296416 0.19613333333333394 0.00381051177665153 0.3562999999999992 1.2402499999999996 1.4034500000000012
8101.109957012348 0.2135666666666669 0.00381051177665153 0.3611499999999985 1.234300000000001 1.4045500000000004
8101.110535718035 0.22183333333333266 0.00381051177665153 0.3569000000000013 1.2300500000000003 1.4130500000000001
8101.111114423722 0.22636666666666727 0.00381051177665153 0.3650500000000001 1.2326500000000014 1.4022999999999985
8101.111693139654 0.23203333333333376 0.00381051177665153 0.3576499999999996 1.2375500000000006 1.4047999999999998
8101.112607498653 0.2539999999999978 0.00381051177665153 0.3619500000000002 1.2337500000000006 1.4042999999999992
8101.113197784405 0.2621333333333329 0.00381051177665153 0.3620000000000019 1.23395 1.4040499999999998
8101.113776490092 0.2738666666666667 0.00381051177665153 0.36400000000000077 1.2302499999999998 1.4057499999999994
8101.114355195779 0.2799999999999976 0.00381051177665153 0.36180000000000057 1.236600000000001 1.4016000000000002
8101.114922331646 0.2922666666666647 0.00381051177665153 0.3628 1.2363999999999997 1.4008000000000003
8101.115501047578 0.3009999999999984 0.00381051177665153 0.3583499999999997 1.2406499999999987 1.4010000000000016
8101.116079753265 0.3130999999999986 0.00381051177665153 0.36239999999999917 1.2314999999999987 1.4061000000000003
8101.116670039017 0.3168333333333333 0.00381051177665153 0.35720000000000063 1.2440000000000015 1.3987999999999996
8101.117237174418 0.32673333333333154 0.00381051177665153 0.3591500000000014 1.2357499999999995 1.4050999999999991
8101.11782746017 0.3308666666666671 0.00381051177665153 0.3606999999999996 1.2323499999999985 1.4069500000000001
8101.1184061663225 0.34029999999999916 0.00381051177665153 0.3631499999999992 1.2289499999999993 1.4078999999999997
8101.11898487201 0.3586333333333336 0.00381051177665153 0.36020000000000074 1.2348499999999998 1.4049500000000013
8101.119563587476 0.3635999999999999 0.00381051177665153 0.36105000000000054 1.238100000000001 1.4008500000000002
8101.1201538732275 0.3744999999999994 0.00381051177665153 0.3565499999999986 1.2390000000000008 1.4044500000000006
8101.120732578915 0.38656666666666517 0.00381051177665153 0.3614499999999996 1.2401499999999999 1.3983999999999988
8101.121299714781 0.39223333333333166 0.00381051177665153 0.3618499999999987 1.2375500000000006 1.4006000000000007
8101.121878420468 0.39459999999999873 0.00381051177665153 0.3589499999999983 1.2405000000000008 1.4005500000000008
8101.122457135934 0.4042333333333339 0.00381051177665153 0.35975 1.2402499999999996 1.4000000000000004
8101.1230358416215 0.40949999999999953 0.0038202675880682027 0.35625000000000107 1.2427499999999991 1.4010000000000016
8101.1236145473085 0.4252333333333329 0.00381051177665153 0.36439999999999984 1.2337999999999987 1.4017999999999997
8101.12419326324 0.4347333333333321 0.00381051177665153 0.36275000000000013 1.2428000000000008 1.394449999999999
8101.124771968927 0.42873333333333186 0.00381051177665153 0.3652999999999995 1.2373999999999992 1.3972999999999995
